Study_File,Participant_ID,Age,Gender,Grade,Testing_Channel
study6_memory_data.csv,151,22,Female,Year 1,Campus session
study6_memory_data.csv,152,22,Female,Year 2,Campus session
study6_memory_data.csv,153,19,Male,Year 2,Campus session
study6_memory_data.csv,154,20,Male,Year 2,Online/network test
study6_memory_data.csv,155,53,Male,Resident,Campus resident session
study6_memory_data.csv,156,25,Male,Resident,Campus resident session
study6_memory_data.csv,157,20,Male,Year 3,Online/network test
study6_memory_data.csv,158,19,Female,Year 2,Online/network test
study6_memory_data.csv,159,35,Female,Resident,Campus resident session
study6_memory_data.csv,160,18,Male,Year 3,Online/network test
study6_memory_data.csv,161,22,Female,Year 3,Online/network test
study6_memory_data.csv,162,46,Female,Resident,Campus resident session
study6_memory_data.csv,163,40,Female,Resident,Campus resident session
study6_memory_data.csv,164,18,Female,Year 2,Campus session
study6_memory_data.csv,165,44,Male,Resident,Campus resident session
study6_memory_data.csv,166,20,Male,Year 2,Campus session
study6_memory_data.csv,167,37,Male,Resident,Campus resident session
study6_memory_data.csv,168,41,Female,Resident,Campus resident session
study6_memory_data.csv,169,21,Female,Year 1,Online/network test
study6_memory_data.csv,170,19,Male,Year 3,Online/network test
study6_memory_data.csv,171,20,Female,Year 2,Online/network test
study6_memory_data.csv,172,41,Female,Resident,Campus resident session
study6_memory_data.csv,173,18,Female,Year 3,Campus session
study6_memory_data.csv,174,20,Female,Year 1,Campus session
study6_memory_data.csv,175,20,Male,Year 3,Campus session
study6_memory_data.csv,176,21,Female,Year 2,Online/network test
study6_memory_data.csv,177,19,Female,Year 3,Campus session
study6_memory_data.csv,178,51,Female,Resident,Campus resident session
study6_memory_data.csv,179,44,Female,Resident,Campus resident session
study6_memory_data.csv,180,18,Female,Year 3,Campus session
study6_memory_data.csv,181,18,Female,Year 3,Campus session
study6_memory_data.csv,182,21,Female,Year 2,Campus session
study6_memory_data.csv,183,18,Female,Year 2,Campus session
study6_memory_data.csv,184,18,Female,Year 2,Campus session
study6_memory_data.csv,185,21,Female,Year 1,Online/network test
study6_memory_data.csv,186,22,Male,Year 3,Online/network test
study6_memory_data.csv,187,19,Male,Year 3,Online/network test
study6_memory_data.csv,188,19,Male,Year 1,Campus session
study6_memory_data.csv,189,19,Male,Year 3,Campus session
study6_memory_data.csv,190,18,Female,Year 2,Campus session
study6_memory_data.csv,191,20,Female,Year 2,Campus session
study6_memory_data.csv,192,44,Male,Resident,Campus resident session
study6_memory_data.csv,193,20,Female,Year 1,Campus session
study6_memory_data.csv,194,38,Male,Resident,Campus resident session
study6_memory_data.csv,195,37,Female,Resident,Campus resident session
study6_memory_data.csv,196,22,Female,Year 1,Campus session
study6_memory_data.csv,197,20,Female,Year 3,Online/network test
study6_memory_data.csv,198,19,Male,Year 2,Online/network test
study6_memory_data.csv,199,20,Male,Year 3,Campus session
study6_memory_data.csv,200,21,Female,Year 1,Online/network test
study6_memory_data.csv,201,21,Female,Year 2,Campus session
study6_memory_data.csv,202,22,Female,Year 1,Campus session
study6_memory_data.csv,203,22,Female,Year 3,Online/network test
study6_memory_data.csv,204,19,Female,Year 1,Campus session
study6_memory_data.csv,205,19,Male,Year 3,Online/network test
study6_memory_data.csv,206,38,Female,Resident,Campus resident session
study6_memory_data.csv,207,18,Female,Year 2,Campus session
study6_memory_data.csv,208,20,Female,Year 2,Campus session
study6_memory_data.csv,209,22,Female,Year 1,Campus session
study6_memory_data.csv,210,18,Male,Year 3,Campus session
study6_memory_data.csv,211,45,Male,Resident,Campus resident session
study6_memory_data.csv,212,20,Male,Year 1,Campus session
study6_memory_data.csv,213,19,Male,Year 3,Campus session
study6_memory_data.csv,214,19,Female,Year 3,Online/network test
study6_memory_data.csv,215,38,Female,Resident,Campus resident session
study6_memory_data.csv,216,44,Female,Resident,Campus resident session
study6_memory_data.csv,217,19,Female,Year 1,Online/network test
study6_memory_data.csv,218,58,Female,Resident,Campus resident session
study6_memory_data.csv,219,18,Female,Year 3,Campus session
study6_memory_data.csv,220,19,Male,Year 1,Campus session
study6_memory_data.csv,221,21,Male,Year 2,Campus session
study6_memory_data.csv,222,19,Female,Year 3,Campus session
study6_memory_data.csv,223,48,Male,Resident,Campus resident session
study6_memory_data.csv,224,39,Female,Resident,Campus resident session
study6_memory_data.csv,225,51,Female,Resident,Campus resident session
study6_memory_data.csv,226,18,Female,Year 3,Campus session
study6_memory_data.csv,227,38,Female,Resident,Campus resident session
study6_memory_data.csv,228,21,Male,Year 2,Campus session
study6_memory_data.csv,229,26,Female,Resident,Campus resident session
study6_memory_data.csv,230,21,Male,Year 2,Online/network test
study6_memory_data.csv,231,19,Female,Year 3,Campus session
study6_memory_data.csv,232,34,Female,Resident,Campus resident session
study6_memory_data.csv,233,19,Female,Year 2,Campus session
study6_memory_data.csv,234,26,Male,Resident,Campus resident session
study6_memory_data.csv,235,39,Female,Resident,Campus resident session
study6_memory_data.csv,236,23,Male,Year 1,Online/network test
study6_memory_data.csv,237,43,Female,Resident,Campus resident session
study6_memory_data.csv,238,56,Male,Resident,Campus resident session
study6_memory_data.csv,239,19,Female,Year 3,Online/network test
study6_memory_data.csv,240,45,Female,Resident,Campus resident session
study6_memory_data.csv,241,22,Female,Year 2,Online/network test
study6_memory_data.csv,242,20,Female,Year 1,Campus session
study6_memory_data.csv,243,20,Female,Year 1,Online/network test
study6_memory_data.csv,244,40,Female,Resident,Campus resident session
study6_memory_data.csv,245,20,Female,Year 2,Campus session
study6_memory_data.csv,246,21,Female,Year 1,Campus session
study6_memory_data.csv,247,20,Male,Year 1,Campus session
study6_memory_data.csv,248,20,Male,Year 2,Campus session
study6_memory_data.csv,249,21,Male,Year 2,Online/network test
study6_memory_data.csv,250,20,Female,Year 1,Campus session
study6_memory_data.csv,251,48,Female,Resident,Campus resident session
study6_memory_data.csv,252,21,Female,Year 2,Online/network test
study6_memory_data.csv,253,25,Female,Resident,Campus resident session
study6_memory_data.csv,254,43,Female,Resident,Campus resident session
study6_memory_data.csv,255,20,Female,Year 3,Online/network test
study6_memory_data.csv,256,20,Female,Year 3,Campus session
study6_memory_data.csv,257,19,Female,Year 1,Campus session
study6_memory_data.csv,258,21,Female,Year 3,Online/network test
study6_memory_data.csv,259,20,Female,Year 2,Campus session
study6_memory_data.csv,260,23,Female,Year 2,Online/network test
study6_memory_data.csv,261,20,Male,Year 3,Online/network test
study6_memory_data.csv,262,23,Female,Year 2,Online/network test
study6_memory_data.csv,263,22,Female,Year 1,Online/network test
study6_memory_data.csv,264,48,Male,Resident,Campus resident session
study6_memory_data.csv,265,29,Female,Resident,Campus resident session
study6_memory_data.csv,266,51,Male,Resident,Campus resident session
study6_memory_data.csv,267,20,Male,Year 1,Online/network test
study6_memory_data.csv,268,21,Female,Year 1,Campus session
study6_memory_data.csv,269,19,Female,Year 3,Campus session
study6_memory_data.csv,270,44,Female,Resident,Campus resident session
study6_memory_data.csv,271,38,Female,Resident,Campus resident session
study6_memory_data.csv,272,19,Female,Year 3,Campus session
study6_memory_data.csv,273,21,Male,Year 2,Online/network test
study6_memory_data.csv,274,46,Male,Resident,Campus resident session
study6_memory_data.csv,275,21,Male,Year 1,Online/network test
study6_memory_data.csv,276,60,Male,Resident,Campus resident session
study6_memory_data.csv,277,20,Female,Year 3,Online/network test
study6_memory_data.csv,278,18,Female,Year 1,Campus session
study6_memory_data.csv,279,19,Female,Year 1,Online/network test
study6_memory_data.csv,280,43,Female,Resident,Campus resident session
study6_memory_data.csv,281,43,Female,Resident,Campus resident session
study6_memory_data.csv,282,38,Female,Resident,Campus resident session
study6_memory_data.csv,283,20,Male,Year 2,Online/network test
study6_memory_data.csv,284,20,Female,Year 2,Campus session
study6_memory_data.csv,285,21,Male,Year 1,Online/network test
study6_memory_data.csv,286,35,Male,Resident,Campus resident session
study6_memory_data.csv,287,21,Female,Year 3,Campus session
study6_memory_data.csv,288,48,Female,Resident,Campus resident session
study6_memory_data.csv,289,35,Female,Resident,Campus resident session
study6_memory_data.csv,290,20,Female,Year 3,Campus session
study6_memory_data.csv,291,42,Female,Resident,Campus resident session
study6_memory_data.csv,292,21,Male,Year 3,Online/network test
study6_memory_data.csv,293,38,Male,Resident,Campus resident session
study6_memory_data.csv,294,45,Female,Resident,Campus resident session
study6_memory_data.csv,295,44,Male,Resident,Campus resident session
study6_memory_data.csv,296,19,Female,Year 3,Campus session
study6_memory_data.csv,297,50,Male,Resident,Campus resident session
study6_memory_data.csv,298,22,Female,Year 2,Online/network test
study6_memory_data.csv,299,19,Male,Year 3,Campus session
study6_memory_data.csv,300,21,Male,Year 1,Campus session
study6_memory_data.csv,301,20,Female,Year 3,Campus session
study6_memory_data.csv,302,19,Male,Year 3,Online/network test
study6_memory_data.csv,303,21,Female,Year 2,Online/network test
study6_memory_data.csv,304,22,Male,Year 2,Campus session
study6_memory_data.csv,305,37,Female,Resident,Campus resident session
study6_memory_data.csv,306,20,Male,Year 2,Campus session
study6_memory_data.csv,307,20,Male,Year 2,Campus session
study6_memory_data.csv,308,20,Female,Year 1,Online/network test
study6_memory_data.csv,309,39,Female,Resident,Campus resident session
study6_memory_data.csv,310,21,Male,Year 1,Campus session
study6_memory_data.csv,311,20,Male,Year 1,Online/network test
study6_memory_data.csv,312,19,Female,Year 3,Campus session
study6_memory_data.csv,313,34,Male,Resident,Campus resident session
study6_memory_data.csv,314,22,Male,Year 2,Online/network test
study6_memory_data.csv,315,38,Male,Resident,Campus resident session
study6_memory_data.csv,316,18,Female,Year 3,Online/network test
study6_memory_data.csv,317,44,Male,Resident,Campus resident session
study6_memory_data.csv,318,47,Female,Resident,Campus resident session
study6_memory_data.csv,319,34,Female,Resident,Campus resident session
study6_memory_data.csv,320,21,Female,Year 2,Online/network test
study6_memory_data.csv,321,19,Male,Year 2,Campus session
study6_memory_data.csv,322,48,Male,Resident,Campus resident session
study6_memory_data.csv,323,22,Prefer not to say,Year 3,Online/network test
study6_memory_data.csv,324,21,Male,Year 1,Online/network test
study6_memory_data.csv,325,54,Female,Resident,Campus resident session
study6_memory_data.csv,326,45,Female,Resident,Campus resident session
study6_memory_data.csv,327,56,Female,Resident,Campus resident session
study6_memory_data.csv,328,20,Female,Year 1,Online/network test
study6_memory_data.csv,329,20,Female,Year 2,Online/network test
study6_memory_data.csv,330,19,Female,Year 3,Online/network test
study6_memory_data.csv,331,35,Male,Resident,Campus resident session
study6_memory_data.csv,332,21,Female,Year 3,Online/network test
study6_memory_data.csv,333,32,Male,Resident,Campus resident session
study6_memory_data.csv,334,27,Female,Resident,Campus resident session
study6_memory_data.csv,335,21,Male,Year 2,Campus session
study6_memory_data.csv,336,20,Male,Year 3,Online/network test
study6_memory_data.csv,337,19,Male,Year 1,Campus session
study6_memory_data.csv,338,56,Male,Resident,Campus resident session
study6_memory_data.csv,339,21,Female,Year 2,Online/network test
study6_memory_data.csv,340,20,Male,Year 3,Online/network test
study6_memory_data.csv,341,21,Male,Year 2,Online/network test
study6_memory_data.csv,342,19,Female,Year 3,Campus session
study6_memory_data.csv,343,47,Female,Resident,Campus resident session
